repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
rogueosb/ombi,130905,2,false,083614dfa58d,533490176,debian,7,11,362,24074,20064,A docker image for Ombi.
hivesolutions/uxf_demo,130868,0,false,09acff5385a1,277602816,alpine,3.5.0,6,51,14426,14426,Small demostration page for the UX Framework.
clusterhq/mongodb,130779,0,false,f2e82a0c9557,53091328,buildroot,2014.05,6,0,2384,2384,
skydive/skydive,130735,2,false,adb8cbc63674,57059840,Unknown,0,3,0,16,16,The official Skydive image
hivesolutions/omnix,130716,0,false,1053fd2f8545,306102272,alpine,3.5.2,7,58,15111,15111,Simple web application consuming the Omni API.
monroe/mplane,130682,0,false,d362bb9ebfc7,606582272,debian,8,3,431,23805,17821,The MONROE mPlane container
hivesolutions/layout_demo,130670,0,false,3981161bbef9,279702016,alpine,3.5.0,7,51,14585,14585,Example project demonstrating the layout engine capabilities.
linuxserver/kodi-headless,130650,12,false,72e8a378c047,430087680,ubuntu,16.04,12,215,14647,9127,"A Kodi Headless container, brought to you by LinuxServer.io. "
appcelerator/elasticsearch-amp,130567,0,false,3e1737a8eb24,137950720,alpine,3.5.2,13,61,4626,4626,Elasticsearch for AMP
hivesolutions/metrium,130494,0,false,0f40af4415ea,316672000,alpine,3.5.0,8,54,15767,15767,Simple dashboard system.
hivesolutions/scudum,130488,0,false,ccb8fedf0775,184348160,ubuntu,16.04,9,99,9273,7282,A simple Linux distribution for usage in colony.
hivesolutions/repos,130445,1,false,47e810576293,262404608,alpine,3.4.4,7,50,14174,14174,Modular repository management system.
hivesolutions/viriatum,130441,0,false,9c03f16e3b12,384815104,alpine,3.4.4,6,60,16644,16644,The Viriatum Web Server is simple and lightweight web server.
composer,130367,42,true,0bc4a18035de,138242048,alpine,3.4.6,13,50,7811,7811,Composer is a dependency manager written in and for PHP.
softinnov/gmailsmtp,130341,4,false,1fe20fdbcc8e,143247360,debian,7,10,100,9512,8144,Docker image to send email via gmail account
hivesolutions/bagger_api,130237,0,false,d8e60ddd5989,263847936,alpine,3.4.4,7,50,14183,14183,The API implementation for Bagger.
cflondonservices/london-services-ci-dse-cassandra,130177,0,false,8d25680b7805,1031038464,ubuntu,14.04,25,270,59806,19834,
malaohu/squid-with-net-speeder,129913,9,false,b654e3f5b6e1,358770176,ubuntu,14.04,14,261,25696,19171,auto build squid proxy
jeremyot/docker-status,129907,0,false,a8b1638cd14b,14611968,busybox,v1.21.1,6,1,259,259,
larsgielsok/cdn-nginx,129735,0,false,2524a3a7db3e,459187712,fedora,23,12,215,14575,13848,
ticico/tbu_rel_tal_api,129544,0,false,1fe97ed5e68b,984368128,ubuntu,14.04,32,471,51684,35790,TAL API and GUI
jkingyens/hipache,129365,0,false,5144830fd92f,814815744,debian,8,20,405,52600,27876,Hipache + etcd. See http://required.io/hipache-etcd
vidiben/container2sul,129336,0,false,b754109e9d67,137491968,alpine,3.4.6,4,15,13110,13110,Automatically (de)register containers as nodes in Consul.
vanmeijel/nodejs-slave,129301,0,false,440a72f3e0e3,1097368064,ubuntu,14.04,30,508,74986,33717,Jenkins - Node.js build slave - Docker-in-docker
honeniq/docker-circleci-sample,129269,0,false,bef9c6316e07,228588544,ubuntu,16.04,14,128,8905,7940,
thelounge/lounge,129247,6,false,3a67aadaddc6,702018048,debian,8,11,376,34203,21207,Official repository for The Lounge - a self-hosted web IRC client.
codewars/python-runner,129176,0,false,b30942e1f25a,2403862016,ubuntu,14.04,78,641,104351,36005,
jstaley/alpine-concourse,129087,0,false,a2fb434fa542,32544256,alpine,3.5.0,4,24,3969,3969,
coco/coco-mongodb-configurator,129035,0,false,4053b8879c75,425498112,fedora,22,5,162,10823,10097,
andrewrothstein/docker-kafka,129014,2,false,d8f1808c0ad8,868263424,debian,8,24,312,22116,17579,
openshift/origin-logging-auth-proxy,128907,0,false,223796812cdb,739423744,debian,8,15,405,38693,27877,
welkineins/ubuntu-xfce-vnc-desktop,128599,9,false,528b0c66a2a1,778546176,ubuntu,14.04,14,731,42101,35948,Yet another ubuntu desktop environment with xfce
macadmins/unfs3,128597,3,false,3c67eda5ff86,389931008,ubuntu,14.04,18,268,21254,18220,
rusn/grafana,128463,0,false,799071de3900,37168640,alpine,3.3.3,3,11,1922,1922,Lightweight Grafana image
vanveele/origin-metrics-cassandra,127969,0,false,d221a244f472,681154560,centos,7,19,184,17545,17442,
appsdeck/docker-registry,127916,0,false,d2b0a34919cf,578034176,ubuntu,14.04,27,252,23994,18397,
blackfire/blackfire,127869,19,false,b75c8abd03f2,23989248,alpine,3.5.2,3,15,987,987,"This image embeds the Blackfire agent & CLI tools, enabling Blackfire in your Docker projects."
frekele/ant,127758,4,false,d672447b06c7,596821504,debian,8,12,135,13564,8330,docker-ant
cftoolsmiths/croncourse-resource,127693,0,false,eaa3cb762b96,9436160,buildroot,2014.02,7,0,989,989,
cpuguy83/docker-grand-ambassador,127492,16,false,00d0aa77ae4b,542817792,debian,8,17,175,23439,13624,
thewtex/cross-compiler-windows-x64,127461,25,false,249cbc51c651,2388504576,debian,8,21,479,47547,32553,64-bit Windows cross-compiler based on MXE/MinGW-w64.
teamidefix/influxdb-boshrelease-pipeline,127080,0,false,1141b88d5d40,1074822144,ubuntu,16.04,12,298,36192,23234,
eggdrop,126873,8,true,54d76cc57d12,24086016,alpine,3.4.6,6,19,4421,4421,The official Docker image of Eggdrop- IRC's oldest actively-developed bot!
eboraas/apache-php,126871,124,false,7ec8abfc93cb,308900352,debian,8,10,198,12085,10756,"PHP5 on Apache (with SSL support), built on Debian"
sdelements/lets-chat,126619,39,false,296501fb5b70,271584768,debian,8,10,130,22493,8121,Self-hosted chat app for small teams.
codewars/haskell-runner,126495,0,false,9b3e755ae8cc,2047368192,ubuntu,14.04,55,490,50379,28065,
alexwitherspoon/ledstatus,126369,0,false,f37f50ebb2ae,268041216,debian,8,6,204,14882,12409,LED Status Checker Drives Status LEDs
google/pause,126354,2,false,f9d5de079539,257536,Unknown,0,3,0,13,13,
iron/runner,126320,0,false,5c1007d42420,115301888,alpine,3.5.0,12,32,1242,1242,
atitude/video-process,126300,0,false,e415718bff43,860463104,ubuntu,14.04,11,542,47136,37767,
whatwedo/icinga2,126296,4,false,e2cc0d5aeaa0,741573632,ubuntu,14.04,2,514,39850,33312,
fabric8/zookeeper,126256,1,false,c968be514b49,531157504,centos,7,23,228,16096,15998,
csanchez/jenkins-swarm-slave,126019,14,false,ddfabfadf371,660765696,debian,8,12,314,22131,17609,
kuzzleio/consul-template,126011,0,false,99e928378e2b,212556800,debian,8,6,104,8246,7540,
grrdocker/grr,126001,10,false,1a529298d1f8,1925884928,ubuntu,16.04,11,402,81748,24611,"GRR Rapid Response: Fast, reliable, remote. Advanced live forensics at scale."
linuxserver/lazylibrarian,125965,10,false,d8d1eca7f29e,189816832,alpine,3.5.2,6,74,11150,11150,"A lazylibrarian container, brought to you by LinuxServer.io."
jenkler/mysql,125693,0,false,2686e88e95dc,473096704,gentoo,0,1,0,25230,25230,Docker Mysql package
gregory90/zookeeper,125576,0,false,7bccdee5c122,335690752,debian,7,14,163,14792,10608,
mholt1/scale,125462,0,false,3b7222b1aafb,727056896,centos,7,17,249,31439,30871,scale auto-build
astronomerio/please-facebook-enrichment,125426,0,false,c8196b46b811,873056768,debian,8,17,374,50099,21084,Please facebook enrichment
convox/logs,125394,0,false,a90d5d642d0b,157809664,alpine,3.1.2,10,32,4793,4793,
paunin/postgresql-cluster-pgsql,125322,14,false,771243b431ce,307421184,debian,8,21,216,18742,16306,Postgresql server Image for Streaming replication cluster for pgsql + pgpool2
ibmcom/db2express-c,125295,83,false,7aa154d9b73c,1734919680,centos,7,19,258,40533,40051," IBM DB2 Express-C"
astronomerio/mysql-source,125267,0,false,e72f5e22a6e0,738530304,debian,8,14,374,47769,21084,MySQL source
lorissantamaria/odoo8,125195,0,false,7565ecb11df9,916281344,centos,7,10,285,50437,50098,Odoo 8 on Centos 7 with systemd support
monitoringartist/zabbix-xxl,124981,22,false,e7091ad07b88,787711488,centos,7,7,318,24716,23206,"Zabbix 3.x - server, web, proxy, java gateway, snmpd with additional XXL community extensions "
brandnetworks/confd,124701,0,false,17ac3eab69b6,52870656,alpine,3.2.0,4,33,1582,1582,
bitnami/nginx,124675,25,false,c5440cc466b5,111810560,debian,8,18,108,9192,5518,Bitnami nginx Docker Image
evarga/jenkins-slave,124649,91,false,940fa0944a1b,315565056,ubuntu,14.04,8,228,15151,12961,This is a basic container to be used as a Jenkins slave build node.
rafaelkallis/two-phase-commit,124648,0,false,269a46ad56e2,115447296,alpine,3.4.4,10,28,10578,10578,Yet another docker image for a two phase commit repository.
streamsets/datacollector,124642,11,false,0014c798cc0f,378036224,alpine,3.5.0,23,30,5273,5273,Alpine Linux based Docker image for the StreamSets Data Collector http://streamsets.com
devopsnetapponaws/netapp-jenkins,124567,0,false,ee1704b98ab1,1161946624,debian,8,82,399,32161,26575,Docker Image for Jenkins Master bundled with NetApp Builder Templates
astronomerio/mysql-sink,124494,0,false,36832aaa55ed,874527744,debian,8,17,374,49660,21084,MySQL sink
centurylink/sphinx,124402,10,false,491f71a303fd,1018979840,centos,6,28,171,18894,18081,
regius/sunrise-sunset-reporter,124261,0,false,671a823b5082,259070464,alpine,3.3.0,8,40,15472,15472,Small application to report sunrise and sunset
bidibi/mongodb-automation,124139,1,false,6624ea698d03,260260864,ubuntu,14.04,15,210,14046,12031,
bitnami/ruby,123909,9,false,76e450f6ffb3,419531776,debian,8,17,203,21776,13432,Bitnami Ruby Docker Image
totem/docker-mongo-es,123883,2,false,112c4b2c4117,120835072,alpine,3.3.3,13,18,7280,7280,Docker based wrapper for mongo connector to send data to elasticsearch.
alexellis2/arm-pingcurl,123823,0,false,86a225e3a07b,6796800,alpine,3.4.3,2,17,1005,1005,
tpires/sonar-server,123703,19,false,5dd1bb5341ae,636801536,debian,0,11,199,15860,12966,SonarQube is an open platform to manage code quality.
citizenstig/httpbin,123659,9,false,93ff87f92cd8,190511104,ubuntu,16.04,6,122,12160,8734,Docker container for httpbin: HTTP Request & Response Service
codewars/erlang-runner,123570,0,false,c5d5e24206a5,1103979008,ubuntu,14.04,34,514,53041,41038,
codesuki/ecs-nginx-proxy,123547,0,false,76e95b3e0294,249464832,debian,8,7,161,11512,9949,Reverse proxy for AWS ECS. Let's you address your docker containers by sub domain.
aosqe/caddy-docker,123331,0,false,c9145f02706f,43363840,alpine,3.2.3,8,30,1487,1487,
camptocamp/postgis,123237,5,false,e8df122dfb16,562999808,debian,8,15,387,18757,15449,PostgreSQL + PostGIS
appcelerator/amplifier,123193,0,false,e185b2a5377a,192988672,alpine,3.4.0,6,38,6766,6766,"*This repository is deprecated, it has been superseded by appcelerator/amp*"
nshou/elasticsearch-kibana,123060,22,false,16497fdca93b,286992384,alpine,3.5.2,5,55,25192,25192,Elasticsearch-5.2.2 Kibana-5.2.2
hackgt/redisred,122969,0,false,43ee8d5a65e7,699287040,debian,8,11,376,32461,21210,
teamidefix/rsyslog-modules-pipeline,122921,0,false,af05a2800015,821421568,ubuntu,14.04,9,349,34285,22718,
rafaelkallis/nodejs-analytics,122910,0,false,6b0b2238468b,156256256,alpine,3.4.4,10,28,10596,10596,Yet another nodejs analytics docker container .
meetwalter/postgres,122876,0,false,dd64c8575965,754790912,debian,8,15,434,23266,18479,
bittorrent/sync,122853,77,false,28293e1bd38a,153100288,ubuntu,15.04,8,97,8075,7289,"Fast, private file sharing for teams and individuals. "
sourabhjain2208/dl-api-v2.0,122782,0,false,db1bc471bf6c,698201088,ubuntu,14.04,9,307,45116,20771,
robcherry/docker-chromedriver,122751,9,false,d482c4e1409b,671612416,debian,8,9,349,20461,16533,
phusion/passenger-ruby22,122608,39,false,44c4a36c4d75,689587200,ubuntu,16.04,10,306,23605,17402,"Base image for Ruby, Python, Node.js and Meteor web apps, Ruby 2.2 variant"
sokpapi/partner_microservice,122538,0,false,705aa45d12fc,456030720,ubuntu,14.04,14,299,24413,19944,partner_microservice
phusion/passenger-full,122533,105,false,b8fe657fbb6e,1114204672,ubuntu,16.04,10,391,41466,21862,"Base image for Ruby, Python, Node.js and Meteor web apps, ""full"" variant"
tommylau/shadowsocks,122512,55,false,0f95c62fb657,17529344,alpine,3.4.6,2,13,505,505,
kubernetesonarm/exechealthz,122398,1,false,57f77542ac5c,12749312,alpine,3.3.0,4,22,1209,1209,"A small utility for Kubernetes, built for ARM. Runs a command every n seconds and reports the status"
whatwedo/memcached,122384,0,false,93ff49a6d5cd,398297088,ubuntu,14.04,2,317,25338,20917,memcached server
codewars/alt-runner,122383,0,false,7c49a03c89c5,1497352192,ubuntu,14.04,46,641,51567,31654,
janeczku/datadog-rancher-init,122324,0,false,3cdef8270f72,1332224,busybox,v1.24.1,3,1,395,395,Sidekick image for deploying DataDog Agent in Rancher environment
kkarczmarczyk/node-yarn,122148,20,false,ea409820294b,713832448,debian,8,10,378,32894,25674,Node docker image with yarn package manager ( http://yarnpkg.com )
making/ikam-m2,121727,0,false,a3ea07936b99,96898048,Unknown,0,1,0,3288,3288,
janicduplessis/resultscrawler,121516,0,false,296438c45c67,451644928,debian,7,19,149,23524,14175,
kidibox/kidibox-api,121211,0,false,de350eb7c276,739168768,debian,8,11,376,40660,21210,kidibox api
arnaudrebts/nginx-letsencrypt-proxy,120895,7,false,5b4c7ee4888c,189650944,debian,8,7,140,11195,9753,nginx container with docker-gen templates for auomatic vhosts generation with letsencrypt support
marvambass/nginx-registry-proxy,120796,38,false,39baf03698f3,200469504,debian,8,11,140,11206,9756,Docker Registry Reverse Proxy with Basic Auth Nginx Server - ready for production
zabbix/zabbix-java-gateway,120697,3,false,a96002e709f5,153239552,alpine,3.4.6,7,35,6926,6926,Zabbix Java Gateway
rancher/mesos-master,120680,0,false,3d6d1e563b77,595473408,ubuntu,14.04,8,276,19064,15933,
base/archlinux,120518,210,false,4a0581fe0bf7,584919040,arch,0,3,0,23114,23114,Basic ArchLinux installation
kiasaki/alpine-postgres,120507,30,false,d50315070898,30885888,alpine,3.5.2,3,24,4212,4212,PostgreSQL docker image based on Alpine Linux
crux,120493,18,true,7e0975b8569c,354607616,Unknown,0,3,0,18612,18612,CRUX is a lightweight Linux distribution targeted at experienced Linux users
mooo999/docker-demo-web-app,120469,0,false,9871f1327dac,670946304,debian,8,10,376,29423,21201,
appliedtrust/traildash,120466,2,false,dddb76ce8484,395002368,ubuntu,14.04,14,232,15881,13013,AWS CloudTrail Dashboard
algolia/algoliasearch-salesforce,120225,0,false,9746e1a5db06,220012032,debian,8,10,189,12470,10558,
supahands/auth,120212,0,false,f305f8ebeae3,713951744,debian,8,11,376,33318,21201,its meant for testing authorization
jmoger/gitblit,120194,19,false,9877d6cd0d5f,1112188416,ubuntu,16.04,27,236,21618,14864,Gitblit GO ready to serve your Git repositories!
dockercloud/logrotate,119908,0,false,56bdbfc13956,5956096,alpine,3.3.1,6,13,455,455,-
n4n0m4c/aws-keepalived,119773,0,false,255a59a0fe6a,255489536,ubuntu,15.10,7,160,14811,9320,
vbatts/fedora-varnish,119759,2,false,a98f61fde88f,579411968,fedora,25,3,258,18152,17421,https://github.com/vbatts/laughing-octo/tree/master/fedora-varnish
gluster/gluster-centos,119625,18,false,9177ccb7ce77,395015680,centos,7,19,205,12502,12239,Official GlusterFS Image [ CentOS-7 +  GlusterFS ( latest release) ]
gambol99/node-register,119541,0,false,4f946ea565f1,15132160,buildroot,2014.02,7,0,382,382,Kubernetes Node Registration
paashuawei/mr-redis,119516,1,false,61b52f4699b2,261160960,ubuntu,14.04,13,184,12878,11540,Redis framework for Apache Mesos
resource/github-status,119397,0,false,d877ba219fb9,45005312,alpine,3.5.0,10,28,5170,5170,Create and update GitHub statuses from Concourse.
lesaux/diamond-containercollector,119334,1,false,439731a9663f,416485376,ubuntu,14.04,11,347,25722,20644,Send your docker host and container metrics to graphite
xswang/ctfbank13sim,119266,0,false,542527639034,393511936,ubuntu,14.04,7,299,25370,20603,
starkandwayne/concourse-tutorial,119260,0,false,c33365f212bc,920086528,ubuntu,15.10,11,331,41332,20605,
panperla/logstash-btag,119177,0,false,dcebc9c0ffe2,498292224,debian,8,34,172,23062,21339,Automated build for logstash with MaxMind GEOIP
eternnoir/activiti,119129,12,false,b382094c2ec9,818839552,debian,8,11,315,24395,18007,
lightstreamer,119001,15,true,ad7c6ba7fcac,391456256,debian,8,10,166,13963,9186,Lightstreamer is a real-time messaging server optimized for the Internet.
corfr/git-autoupdate,118807,1,false,e819c7ebc979,244252672,debian,8,4,199,13449,11644,Container exposing a git repository and auto-updating it
rgardler/acs-logging-test-simulate,118657,1,false,c28f120c1cda,719370752,debian,8,13,382,28472,21469,Logging simulation container for a set of simple test containers for Azure Container Service.
conan/registry,118570,0,false,388d593c53b2,234313728,ubuntu,14.04,12,195,13829,11926,
teamidefix/influxdb-deployment-pipeline,118544,0,false,9a547e2a8d08,1075425792,ubuntu,16.04,12,298,36192,23234,
ulexus/mms-backup,118369,1,false,7fb10e638a63,210857984,ubuntu,16.04,10,136,9371,7860,MongoDb monitoring service backup agent
gfjardim/transmission,118106,4,false,f3eda3a75ad5,491990016,ubuntu,14.04,35,250,18654,16135,
1and1internet/ubuntu-16-customerssh,118069,0,false,03ab1cb0930c,924887040,ubuntu,16.04,9,394,39386,31001,SSH Container
roshanroutray/writestarttimetodbandwait,118035,0,false,3d2a66cc1818,146735104,alpine,3.4.6,6,35,1682,1682,Runs a java program to write start time to a db and wait for specified time
linuxserver/tt-rss,117912,10,false,5032211cdc22,120916992,alpine,3.5.2,7,93,6286,6286,"A TT-RSS container, brought to you by LinuxServer.io. "
linuxserver/gsm-ts3,117896,6,false,d67029c28a48,291929600,ubuntu,16.04,11,192,14661,11193,"A Teamspeak container, brought to you by LinuxServer.io. "
reflectivecode/docker-codecommit-deploy,117884,0,false,f6ed39da5020,117297664,alpine,3.5.2,4,29,10838,10838," Deploy docker-compose.yml file from AWS CodeCommit repo"
mbentley/teamspeak,117783,27,false,c6ef16fcaaf4,158618624,debian,8,6,119,8614,7568,TeamSpeak 3 Server
mattbailey/docker-data,117609,0,false,9876c3f8fd34,1322496,busybox,v1.25.1,5,1,400,400,
sameersbn/gitlab-ci,117545,47,false,29809ae87260,572701696,ubuntu,14.04,20,296,40124,17871,
asurak/hello,117540,0,false,ab7c7c1a57c6,197489152,ubuntu,14.04,6,184,12867,11539,
maluuba/tomcat7-java8,117424,1,false,98a0fcf6d133,679536128,ubuntu,16.04,21,240,22103,17619,Tomcat7 with java8.
hivesolutions/alpine_dev,117387,0,false,616962bad9cc,264504832,alpine,3.5.2,3,51,13335,13335,Development oriented version of alpine Linux distribution.
bitsdock/centos,117300,0,false,f4f0fc7c7a45,233852928,centos,7,4,143,10592,10372,
mdomke/docker-image-resource,117115,0,false,55676fcf8d6e,150649344,buildroot,2016.08,6,0,2340,2340,
dit4c/dit4c-container-texstudio,117020,0,false,1ca60e61152c,1075713536,centos,7,29,546,45682,44950,DIT4C container image for TexStudio
alisw/jekyll,116760,0,false,be50bd3a7156,1072318464,centos,7,12,250,29543,28967,
codeclimate/codeclimate-coffeelint,116466,2,false,3156f4bb5903,73498112,alpine,3.2.0,17,47,9380,9380,
malaohu/ssr-with-net-speeder-arukas,116220,16,false,2dac074bdc5a,306576384,debian,7,11,141,17967,13041,this to get arukas.io ip and port ! not install ssr
baboateng/custom-elasticsearch,116185,0,false,5bc3142a5a33,397980160,debian,8,18,170,11207,9402,
frekele/wildfly,116056,3,false,49581a2fdb7a,720918016,debian,8,11,135,13960,8327,docker run --rm --name wildfly -p 8080:8080 frekele/wildfly
cedbossneo/heapster,116026,0,false,841d06a5b62b,212153856,ubuntu,14.04,13,184,12855,11525,Heapster for Kubernetes 0.10.0
asmaps/docker-iodine,115985,4,false,7093248fd3e8,164645376,ubuntu,15.04,11,102,8383,7541,Dockerized iodine server
orangeopensource/concourse2tracker,115941,0,false,9e7b4771f593,42070016,alpine,3.4.0,4,28,4913,4913,https://github.com/Orange-OpenSource/buildpacks-ci/tree/master/lib/concourse2tracker-resource
nkcraddock/cf-resource,115923,0,false,68c12a067e70,60617728,buildroot,2016.08,8,0,2201,2201,A fork of concourse/cf-resource that supports overriding the app name in the manifest.yml
jonsharratt/rails,115812,7,false,10dbde6bc4e7,534922752,debian,0,2,189,40347,16755,"Ubuntu 12.04 LTS, Rails 4.0, Ruby 2.0.0-p247 (rbenv), Git 1.7.9.5"
pingcap/tikv,115681,0,false,f576554ded86,192233984,alpine,3.4.0,5,14,573,573,TiKV docker for PingCAP.
chef/chef,115679,29,false,75df53fcf40d,135129600,busybox,v1.26.2,2,1,15209,15209,"A systems integration framework, built to bring the benefits of config mgmt to your infrastructure."
brising6/ubuntu-gradle-jce-ci-build,115613,0,false,6a84b09e8d9c,1347460608,debian,8,10,313,36879,17548,"Simple java:8 extension with JCE, node-v4.2.1, cloud foundry cli, and gradle-2.14 "
cptactionhank/atlassian-bamboo,115523,20,false,84fbf7adfb3e,944331776,debian,8,10,316,25321,17841,Atlassian Confluence wrapped in a Docker image
dmvikas/amphora,115372,0,false,5c2b2347f727,1552401408,ubuntu,16.04,1,511,60748,37481,
clue/ttrss,115225,66,false,cf77b990a03b,292652544,ubuntu,14.04,14,261,19879,13974,"The Tiny Tiny RSS feed reader allows you to access your RSS/atom feeds from everywhere, through the web or mobile apps. AJAX webinterface built on Ubuntu, nginx, php-fpm."
dit4c/dit4c-container-qgis,115150,0,false,a3edf7ee1bab,2147407872,debian,8,32,775,72262,54870,DIT4C image for QGIS
frolvlad/alpine-ruby,115049,12,false,95827e16f77d,23862272,alpine,3.5.2,2,23,4455,4455,The smallest Docker image with Ruby (17MB)
devth/alpine-bench,114959,1,false,f7e5ae1a5527,292900352,alpine,3.4.0,7,20,7397,7397,An Alpine Docker image which runs Apache Bench and parses its results
linuxserver/beets,114910,21,false,1b12be9a6561,170463744,alpine,3.5.2,5,124,11712,11712,"A Beets container, brought to you by LinuxServer.io. "
vmwarecna/nginx,114804,5,false,c237cfda7789,99750400,debian,7,14,86,8335,7160,Official Nginx Docker Image with Photon Splash Screen
cfje/tomcat-resource,114561,0,false,0ca699611ebe,95650304,alpine,3.5.2,7,49,1723,1723,
d253823/tomcat,114538,0,false,b61bc06d533c,378190848,debian,8,23,219,15195,11820,
archiciel/apiman-img,114447,0,false,5d2c3653f450,731173376,centos,7,10,195,16744,16397,Apiman with external postgres and elasticsearch
coco/coco-splunk-http-forwarder,114111,0,false,15310b2454b3,12191232,alpine,3.2.3,3,15,1049,1049,Forwards logs to Splunk edge over HTTP
jboss/keycloak-ha-postgres,114021,5,false,6710ad630743,655555584,centos,7,13,188,15828,15551,
stonemaster/dlang-tour,113807,0,false,67d78a84b6c1,96726016,busybox,v1.26.2,8,1,756,756,D Language online tour (https://github.com/stonemaster/dlang-tour)
mattf/storm-worker,113765,2,false,24597192ffcd,871512576,fedora,21,12,201,14696,13924,
jdub/ami-resource,113704,0,false,ef22e5ae2da4,92718592,alpine,3.5.2,4,25,9502,9502,Concourse CI resource to check for new Amazon Machine Images (AMI) 
million12/zabbix-agent,113667,5,false,5b2e6ddedea9,326131712,centos,7,4,197,15140,14739,Zabbix Agent - running in foreground.
cflamb/apps-manager-js-final,113634,0,false,be409caa82a6,3269691392,ubuntu,14.04,61,699,176600,48539,
realgeeks/thumbor,113630,0,false,09e90bf2781e,826825216,debian,8,10,417,31808,22909,
timhaak/transmission,113596,10,false,27432357d493,382053376,ubuntu,14.04,11,302,25581,21267,
sunside/simple-nuget-server,113458,8,false,ed42b5ccb45e,416433152,debian,8,17,215,14853,12207,A simple NuGet server written in PHP
istepanov/syncthing,113369,18,false,46d555b50ec5,25735680,alpine,3.4.6,3,16,483,483,Syncthing Docker image
scality/netdiag,113294,1,false,0a725545a0ce,278932992,ubuntu,14.04,9,231,16662,14529,Network diagnostic tools container
ulexus/mms-agent,113286,2,false,60c0cab29195,209994752,ubuntu,16.04,10,136,9371,7860,MongoDb monitoring service monitoring agent
anthonyneto/sshserver,113202,1,false,5d46e33bd225,51216896,alpine,3.4.0,4,28,5577,5577,Simple alpine container with sshd running
scalingo/builder,112820,0,false,98e4de580b30,1265888768,ubuntu,14.04,10,662,31965,25458,Scalingo Platform as a Service Base Docker Image
google/ruby-hello,112773,2,false,b91b38f50280,134390272,debian,8,4,104,9014,7772,
kaazing-gateway,112771,36,true,5d1a8af996ec,338384384,debian,8,10,166,10978,9186,Official build of Kaazing Gateway.
macadmins/bsdpy,112626,18,false,5b029c2a370a,925166592,debian,0,40,250,22304,19158,Apple NetBoot replacement written in Python. Runs on most Linux and *NIX variants with Python 2.6+
polvi/simple-amb,112563,1,false,ce9745665d3c,179458048,ubuntu,13.04,8,155,16970,10024,
apcera/kurmaos-stage4,112500,0,false,6542546fc562,1312401920,gentoo,0,10,0,63151,63151,
coppit/no-ip,112432,13,false,7a5933df5a65,242316800,ubuntu,16.04,13,205,13884,11034,Keep your dynamic DNS up-to-date with this No-IP DNS script.
appcelerator/etcd,112139,1,false,39c236710454,49466880,alpine,3.5.0,6,24,3765,3765,etcd
aptalca/zoneminder-1.29,112012,11,false,5c903d55114c,897481216,ubuntu,14.04,13,624,32124,25575,Zoneminder 1.29
predicsis/html2pdf,111884,1,false,abc99ee8c208,200631296,alpine,3.3.3,8,20,10821,10821,Rasterizer based on PhantomJS
slashmsu/dockerslash,111770,0,false,b96d2cebb1c0,807558144,debian,8,10,375,42993,21150,
andrewgaul/s3proxy,111760,4,false,130d1209daec,126382080,alpine,3.4.0,4,20,4435,4435,Access other storage backends via the S3 API
groovy,111751,3,true,3ca744b28473,359350272,debian,8,9,166,10986,9186,Apache Groovy is a multi-faceted language for the Java platform.
nirmata/nirmata-gateway,111746,1,false,45724769c945,6305280,Unknown,0,1,0,13,13,A Microservices gateway that performs URL and DNS based request routing and load balancing
bristechsrm/auth,111739,0,false,fe2c1b43f54c,428653056,debian,7,5,312,16035,13033,
teamidefix/kapacitor,111730,0,false,526dab589fc8,41809408,alpine,3.4.0,10,16,3232,3232,
cedbossneo/etcd-cluster-on-docker,111622,0,false,e1143eb28194,54690816,alpine,3.4.0,5,29,3799,3799,
logmatic/logmatic-docker,111614,2,false,13dcfc6707cb,104913920,alpine,3.4.6,7,33,7685,7685,The Logmatic.io's container finds all your running containers' logs and stream it to your platform
vyshane/cassandra,111198,0,false,8376c0ac743e,410325504,debian,8,20,213,14399,11897,"Based on the official Cassandra image, plays nice with Kubernetes"
fidelityinternational/pagerduty-notification-resource,111180,0,false,ba506bc5227b,7777280,alpine,3.3.3,4,16,1001,1001,
dockerautomation/docker-jenkins-slave,110998,1,false,02f6c366bf1c,653523456,ubuntu,14.04,19,501,30020,24480,
linuxserver/ombi,110980,6,false,8a0598460bf8,423524864,ubuntu,16.04,10,338,16982,13277,"An Ombi container, brought to you by LinuxServer.io."
mondary/logspout,110812,0,false,379cb9e5da21,24880128,alpine,3.1.2,12,15,1155,1155,
plugins/drone-email,110750,0,false,9e2d6cdcda1c,15574016,alpine,3.2.3,3,23,1238,1238,
andresriancho/w3af,110482,8,false,f7b0c70471c6,717287936,ubuntu,12.04,45,329,46252,32082,w3af: web application security scanner http://w3af.org/ 
hsldevcom/pelias-api,110382,0,false,57923f5dfbd4,3428525568,debian,8,29,377,66583,21169,
linuxserver/cardigann,110320,3,false,7dc9fdf9f6fe,43705856,alpine,3.5.2,5,23,5386,5386,"A cardigann container, brought to you by LinuxServer.io. "
bnene/iot-load-generator,110301,0,false,67f674ead192,290241536,ubuntu,14.04,9,228,17811,15606,IoT Load Generator
tgbenson/gauntlt-image,110215,0,false,f574dafb21f0,1426260992,ubuntu,16.04,11,461,53306,32530,A docker image with Gauntlt
